,Industry,businessOverview,cleanGeo,cleanName,des,description,symbol,divDate,assetType,lastPrice,52WkHigh,52WkLow,low52,marketCap,dividendPayDate,beta,currentRatio,divGrowthRate3Year,divYield,dividendAmount,dividendDate,dividendPayAmount,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,ltDebtToEquity,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeTTM,sharesOutstanding,shortIntDayToCover,shortIntToFloat,totalDebtToCapital,totalDebtToEquity,totalVolume,vol10DayAvg,vol1DayAvg,vol3MonthAvg,volatility
624,Healthcare Equipment  Supplies,"IDEXX Laboratories, Inc. develops, manufactures and distributes products and provides services for the companion animal veterinary, livestock and poultry, dairy and water testing markets. It also sells a line of portable electrolytes and blood gas analyzers used in the human diagnostics market. Its segments include Companion Animal Group CAG, Water quality products Water, and Livestock, Poultry and Dairy LPD. The CAG segment CAG develops, designs, manufactures, and distributes products and performs services for veterinarians and the biomedical analytics market, primarily related to diagnostics and information management. The Water segment develops, designs, manufactures, and distributes a range of products used in the detection of various microbiological parameters in water. The LPD segment develops, designs, manufactures, and distributes diagnostic tests and related instrumentation and performs services that are used to manage the health status of livestock and poultry.",US,IDEXX Laboratories,-,"IDEXX Laboratories, Inc. - Common Stock",IDXX,,EQUITY,358.4,695.18,318.5,318.5,31115.24, ,1.11437,0.89394,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,7.73712,59.73324,58.69925,608.602249999998,22.43092,168.0485,15.33666,20.06564,20.80842,25.76804,67.50742549999966,40.27508,48.3048,0.0,9.40434,0.60886,26.45343,110.2478,41.49052,8.6008,83253705.0,0.0,0.0,75.10854,301.7442,600185,578803.0,578800.0,12438480.0,0.0652
625,-,-,US,Viper Energy Partners LP,-,Viper Energy Partners LP - Common Unit,VNOM,2022-08-15 00:00:00.000,EQUITY,31.8,35.85,16.485,16.485,4964.272,2022-08-23 00:00:00.000,2.06495,5.21038,0.0,10.83,3.24,2022-08-15 00:00:00.000,0.81,10.83,0.0,456.5332,521.5612,1.41697,93.29815,93.51497,35.85,16.23177,91.68194,71.71092,66.67896,71.58710649999996,70.63164999999991,6.78527,8.22448,21.11548,0.046252,6.75397,0.0,18.07775,16.0445,38.58064,109.7702,75208255.0,0.0,0.0,22.89814,91.68194,1668644,594215.0,594210.0,12893250.0,0.0643
626,-,-,US,Team,-,"Team, Inc. Common Stock",TISI,,EQUITY,1.43,4.59,0.52,0.52,65.7003, ,2.33673,0.58887,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,11.71778,0.0,27.84033,25.58132,4.59,0.0,848.0874,0.0,0.0,0.0,0.0,67.50742549999966,0.0,0.0,0.0,0.07213,0.53477,0.0,0.0,0.0,5.93287,43121579.0,0.0,0.0,99.88851,1656.3478499999896,412465,5910815.0,5910810.0,27130750.0,0.2702
627,Professional  Commercial Services,"Harsco Corporation is engaged in providing environmental solutions for waste streams and technologies for the rail sector. The Companys divisions include Clean Earth, Harsco Environmental and Harsco Rail. Clean Earth division provides environmental services for a variety of contaminated materials including soils, dredged material and hazardous waste. The Harsco Environmental division operates primarily under long-term contracts, providing services and support to the steelmaking process, and environmental and zero waste solutions for manufacturing by-products within the metals industry. The Harsco Rail division is a provider of engineered maintenance equipment, after-market parts and safety and diagnostic systems which support railroad and transit customers worldwide.",US,Harsco,-,Harsco Corporation Common Stock,HSC,,EQUITY,5.75,19.59,4.36,4.36,479.7674, ,1.72185,1.32029,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,16.18391,17.12144,19.59,0.55397,219.5861,0.0,0.0,0.0,0.0,0.80861,7.40828,0.0,0.0,0.28497,1.18493,0.0,0.0,0.0,4.97073,79431694.0,0.0,0.0,66.9975,222.9819,544769,628239.0,628240.0,16377420.0,0.0781
628,Biotechnology  Medical Research,Blueprint Medicines Corporation is a biopharmaceutical company.,US,Blueprint Medicines,-,Blueprint Medicines Corporation - Common Stock,BPMC,,EQUITY,71.5,117.86,43.46,43.46,4160.065, ,0.96903,5.9976,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,86.63091,90.75696,117.86,0.0,0.0,0.0,0.0,0.0,0.0,5.56053,0.0,0.0,0.0,18.04902,5.77428,0.0,0.0,0.0,0.0,59719570.0,0.0,0.0,0.0,0.0,1052222,1576546.0,1576550.0,19934470.0,0.0781
629,Homebuilding  Construction Supplies,"MI Homes, Inc. is a homebuilding company, which consists of two operations, homebuilding, and financial services. The Companys homebuilding operations are aggregated into two reportable segments such as Northern and Southern region. The homebuilding operations include construction and sale of single-family residential homes on developed lots, which it develops or purchases ready for home construction. The Company also purchases undeveloped land to develop into developed lots for future construction of single-family homes and, on a limited basis, for sale to others. Its financial services operations support the homebuilding operations by providing mortgage loans and title services to the customers of its homebuilding operations and are reported as an independent segment. The Company conducts financial services through its subsidiary, MI Financial, LLC., which offers mortgage banking services for homebuyers.",US,MI Homes,-,"MI Homes, Inc. Common Stock",MHO,,EQUITY,44.17,69.2172,34.33,34.33,1251.725, ,1.88061,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,27.037,33.84995,14.8038,27.31811,24.95769,69.2172,212.29330499999938,48.80636,13.14923,11.22665,17.57212,14.56844,0.68842,2.79623,3.04584,0.112655,0.32449,0.0,13.6299,26.36815,15.88551,8.84192,27760583.0,0.0,0.0,32.79857,48.80636,245996,199127.0,199130.0,5545270.0,0.0794
630,Healthcare Providers  Services,"LHC Group, Inc. is a holding company. The Company provides post-acute healthcare services to patients through its home nursing agencies, hospice agencies, community-based services agencies and long-term acute care hospitals LTACHs. The Company operates through four segments: home health services, hospice services, community-based services and facility-based services. Through its home health services segment, the Company offers a range of services, including skilled nursing, medically oriented social services, and physical, occupational and speech therapy. Through its hospice services segment, the Company offers a range of services, including pain and symptom management, and emotional and spiritual support. Its community-based service operations offer a range of services to patients in their home or in a medical facility. The services range from assistance with grooming, medication reminders and meal preparation. It provides facility-based services principally through its LTACHs.",US,LHC Group,-,LHC Group - common stock,LHCG,,EQUITY,162.36,188.59,108.42,108.42,5057.388, ,0.48074,1.37219,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,2.35766,38.57388,38.48273,188.59,5.11472,48.1206,2.59323,4.14318,4.34368,5.87124,3.1587,42.76861,69.13211,0.0,2.20215,0.0,3.58722,4.6145,4.45352,7.63035,31028822.0,0.0,0.0,31.12535,48.1206,252544,205489.0,205490.0,7139820.0,0.0351
631,Specialty Retailers,"OReilly Automotive, Inc. is a specialty retailer of automotive aftermarket parts, tools, supplies, equipment and accessories in the United States. The Company sells its products to both do-it-yourself DIY and professional service provider customers. Its product line includes new and remanufactured automotive hard parts, such as alternators, starters, fuel pumps, water pumps, brake system components, batteries, belts, hoses, temperature control, chassis parts, driveline parts and engine parts maintenance items, such as oil, antifreeze, fluids, filters, wiper blades, lighting, engine additives and appearance products, and accessories, such as floor mats, seat covers and truck accessories. The Companys stores offer various services and programs to its customers, such as battery diagnostic testing battery, wiper and bulb replacement custom hydraulic hoses drum and rotor resurfacing electrical and module testing loaner tool program, and used oil, oil filter and battery recycling.",US,OReilly Automotive,-,"OReilly Automotive, Inc. - Common Stock",ORLY,,EQUITY,724.0,750.88,562.9,562.9,46637.09, ,1.00106,0.74844,0.0,0.0,0.0, ,0.0,0.0,0.0,13.62693,5.38156,31.66152,51.3444,52.01386,608.602249999998,23.34805,0.0,15.71238,15.55026,21.75449,21.09914,0.0,18.85386,23.26325,1.707153,3.3948,0.12388,17.78959,0.0,36.10928,9.09162,63318293.0,0.0,0.0,131.0866,0.0,339835,432813.0,432810.0,10562450.0,0.0602
632,Biotechnology  Medical Research,"Synlogic, Inc., formerly Mirna Therapeutics, Inc., is engaged in the development of a novel class of living treatments, Synthetic Biotic medicines",US,Synlogic,-,"Synlogic, Inc. - Common Stock",SYBX,,EQUITY,0.993,4.04,0.8261,0.8261,72.33648, ,1.32708,12.4744,0.0,0.0,0.0, ,0.0,0.0,0.0,32.56375,21.05358,0.0,0.0,0.0,4.04,0.0,0.00937,0.0,0.0,0.0,0.0,0.61642,0.0,0.0,0.0,37.99185,0.0,0.0,0.0,0.0,673.9838,70229592.0,0.0,0.0,0.02045,0.02045,125544,202746.0,202750.0,2929050.0,0.3697
633,Hotels  Entertainment Services,"Carrols Restaurant Group, Inc. is a restaurant company. The Company is engaged in operating Burger King restaurants. The Company operates approximately 1,29 Burger King restaurants in 23 Northeastern, Midwestern, Southcentral and Southeastern states and 65 Popeyes restaurants in seven Southeastern states. Burger King restaurants features Whopper sandwich, as well as a variety of hamburgers, chicken and other specialty sandwiches, french fries, salads, breakfast items, snacks, soft drinks and other offerings. Popeyes Restaurants are quick-service restaurants offering a limited menu of lunch and dinner products, and in certain restaurants breakfast products. Its menu features a fried chicken sandwich, spicy chicken, chicken tenders, biscuits, fried shrimp and other seafood, red beans and rice and other quick-service menu items.",US,Carrols Restaurant Group,-,"Carrols Restaurant Group, Inc. - Common Stock",TAST,,EQUITY,2.25,4.59,1.28,1.28,126.2577, ,2.31096,0.40533,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,11.22432,0.0,35.17457,36.47803,4.59,0.0,219.9086,0.0,0.0,0.0,0.0,0.55241,3.34289,0.0,0.0,0.07641,0.32217,0.0,0.0,0.0,6.7766,53255697.0,0.0,0.0,69.00313,222.6133,102902,147913.0,147910.0,6179690.0,0.0
634,-,-,US,Timken ,-,Timken Company The Common Stock,TKR,2022-08-12 00:00:00.000,EQUITY,65.12,78.515,50.85,50.85,4937.875,2022-09-02 00:00:00.000,1.60516,2.69462,0.0,1.84,1.24,2022-08-12 00:00:00.000,0.31,1.84,0.0,5.79199,4.33892,4.94549,29.62642,27.06979,78.515,11.90173,78.70303,9.15316,8.92456,15.2466,12.9427,2.24082,8.9698,13.5942,2.347069,1.14226,1.43661,7.27328,16.65146,8.90078,11.57023,73447492.0,0.0,0.0,44.23522,82.40606,389616,424853.0,424850.0,9537490.0,0.0583
635,Biotechnology  Medical Research,"Cerevel Therapeutics Holdings, Inc is a clinical-stage biopharmaceutical company.",US,Cerevel Therapeutics Holdings,-,"Cerevel Therapeutics Holdings, Inc. - Common Stock",CERE,,EQUITY,32.05,46.1608,19.86,19.86,5089.601, ,0.0,9.51908,0.0,0.0,0.0, ,0.0,0.0,0.0,32.4211,0.0,0.0,0.0,0.0,46.1608,0.0,12.01597,0.0,0.0,0.0,0.0,10.70873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155751958.0,0.0,0.0,10.72702,12.01597,639127,2176509.0,2176510.0,16076390.0,0.1385
636,Software  IT Services,"Fair Isaac Corporation FICO is a provider of analytic, software and data management products and services that enable businesses to automate and connect decisions. The Company operates through three segments: Applications, Scores and Decision Management Software. The Applications segment includes pre-configured decision management applications designed for a specific type of business problem or process, such as marketing, account origination, customer management, fraud, collections and insurance claims management. The Scores segment includes business-to-business scoring solutions and services, business-to-consumer scoring solutions and services, including myFICO solutions for consumers. The Decision Management Software segment consists of analytic and decision management software tools that clients can use to create their own custom decision management applications, its new FICO Decision Management Suite, as well as associated professional services.",US,Fair Isaac Corproation ,-,Fair Isaac Corproation Common Stock,FICO,,EQUITY,477.92,531.03,340.48,340.48,12368.43,2017-03-17 00:00:00.000,1.21793,1.23291,0.0,0.0,0.0, ,0.02,0.0,0.0,10.22778,0.0,13.6572,77.45024,78.57463,531.03,7.51108,0.0,26.79344,27.03853,40.29476,38.40095,0.0,31.72148,35.86313,3.506443,9.07376,0.0,24.19981,0.0,34.81324,0.50018,25252514.0,0.0,0.0,176.404,0.0,120744,135025.0,135030.0,3820610.0,0.0988
637,Specialty Retailers,"Citi Trends, Inc. is a retailer of urban fashion apparel and accessories. The Companys segment is retail operations. The Company operates approximately 52 stores in both urban and rural markets in over 3 states. The Company offers products under its brands, such as Citi Steps and Red Ape. The Companys merchandise includes apparel, accessories and home. Within apparel, the Company offers fashion sportswear for men, women and children, including offerings for newborns, infants, toddlers, boys and girls. Accessories include handbags, jewelry, footwear, belts, intimate apparel, scrubs and sleepwear. The Companys home merchandise includes decorative home product, functional home product, beauty, books, toys and electronic accessories. The Company sources its merchandise from approximately 1,7 vendors, consisting of domestic manufacturers and importers.",US,Citi Trends,-,"Citi Trends, Inc. - Common Stock",CTRN,,EQUITY,31.58,97.46,20.415,20.415,261.6847,2019-12-24 00:00:00.000,1.98919,1.18001,0.0,0.0,0.0, ,0.08,0.0,0.0,0.0,11.28837,7.13478,39.00007,40.1503,97.46,62.27632,0.0,14.50568,6.73054,19.04426,8.76711,1.88015,3.16476,4.36874,0.0,0.28617,0.44315,11.92284,42.56705,19.05414,0.0,9993107.950000001,0.0,0.0,0.0,0.0,219159,256925.0,256930.0,6951000.0,0.1112
638,Healthcare Equipment  Supplies,"The Cooper Companies, Inc. is a global medical device company. The Company operates through two business units: CooperVision, Inc. and CooperSurgical, Inc. CooperVision offers soft contact lenses for the vision correction market. CooperVision develops, manufactures and markets a range of single-use, two-week and monthly contact lenses. CooperVision services three primary regions: the Americas Europe, the Middle East and Africa EMEA, and Asia Pacific. CooperVision offers spherical, aspherical, toric, multifocal and toric multifocal lens products in various modalities. CooperVisions products are primarily manufactured at its facilities located in the United Kingdom, Puerto Rico, Hungary, Costa Rica and New York. CooperSurgical offers an array of products and services focused on advancing the health of families through a portfolio of products and services focusing on womens health, fertility and diagnostics.",US,The Cooper Companies,-,"The Cooper Companies, Inc. Common Stock",COO,2022-07-26 00:00:00.000,EQUITY,314.42,463.59,284.01,284.01,15920.39,2022-08-11 00:00:00.000,0.90207,1.05448,0.0,0.02,0.06,2022-07-26 00:00:00.000,0.03,0.02,0.0,0.0,7.7443,19.02416,64.17209,65.89903,463.59,0.0,33.45928,15.25669,30.19589,15.99181,15.6904,2.26825,12.44072,16.96212,0.0,5.071,0.68818,9.11898,14.38958,10.44611,18.03519,49336487.0,0.0,0.0,31.68066,46.37276,237453,220158.0,220160.0,6547640.0,0.0662
639,Miscellaneous Educational Service Providers,"Stride, Inc., formerly K12 Inc., K12 is a technology-based education company that offers curriculum, software systems and educational services designed to facilitate individualized learning for students in kindergarten through 12th grade K-12. It provides a continuum of technology-based educational products and solutions to public school districts, public schools, virtual charter schools, private schools and families. It offers a set of products and services primarily to three lines of business, which include Managed Public School Programs, which consists of virtual and blended schools Institutional business, which includes educational products and services sold to school districts, public schools and other educational institutions, and Private Pay Schools and Other, which includes private schools, including international, for which it charges student tuition and direct consumer sales. It sells individual online courses and supplemental educational products directly to families.",US,Stride,-,"Stride, Inc. Common Stock",LRN,,EQUITY,36.11,44.93,25.65,25.65,1556.433, ,0.34227,3.1467,0.0,0.0,0.0, ,0.0,0.0,0.0,47.67998,165.504,2.53218,36.83501,35.36414,44.93,22.64047,54.18857,6.18504,6.34305,10.12629,9.28625,1.91573,7.59335,14.37102,0.301406,0.92279,3.02752,6.64336,13.24859,8.19024,9.75468,42752884.0,0.0,0.0,37.02368,58.78983,464193,907398.0,907400.0,19183090.0,0.0605
